"edge","polarity","lr_name","score","share","rank","sender_name","receiver_name","sign"
"CD4conv->CD8","neg","TGFB1_TGFBR1",0.056819512634614,0.00655285408372586,6,"CD4conv","CD8",-1
"CD4conv->CD8","pos","CCL5_CCR5",8.59903812950058,0.937649620039982,1,"CD4conv","CD8",1
"CD4conv->CD8","pos","IFNG_IFNGR1",0.335595071925009,0.0365936965203399,2,"CD4conv","CD8",1
"CD4conv->CD8","pos","CD80_CD28",0.106865436054306,0.0116527376670147,3,"CD4conv","CD8",1
"CD4conv->CD8","pos","CXCL9_CXCR3",0.0635331403425045,0.00692773121888181,4,"CD4conv","CD8",1
"CD4conv->CD8","pos","IL12A_IL12RB1",0.040719617011823,0.00444011677170304,5,"CD4conv","CD8",1
"CD4conv->CD8","pos","CD86_CD28",0.0250923251620715,0.00273609778207862,6,"CD4conv","CD8",1
"CD4conv->Endo","neg","LGALS9_HAVCR2",0.404401447577003,0.90413968683011,1,"CD4conv","Endo",-1
"CD4conv->Endo","neg","TGFB1_TGFBR1",0.0244401681043259,0.0546420544939144,2,"CD4conv","Endo",-1
"CD4conv->Endo","neg","FASLG_FAS",0.0132457292704177,0.0296141113889349,3,"CD4conv","Endo",-1
"CD4conv->Endo","neg","CD274_PDCD1",0.00519027538457953,0.0116041472870401,4,"CD4conv","Endo",-1
"CD4conv->Endo","pos","IFNG_IFNGR1",1.82418516661284,0.988057714877698,1,"CD4conv","Endo",1
"CD4conv->Endo","pos","IL12A_IL12RB1",0.0173536052789833,0.00939946442426088,2,"CD4conv","Endo",1
"CD4conv->Endo","pos","CD80_CD28",0.003469093352135,0.00187901125003249,3,"CD4conv","Endo",1
"CD4conv->Endo","pos","CD86_CD28",0.000814553532211449,0.000441197481710044,4,"CD4conv","Endo",1
"CD4conv->Endo","pos","CXCL9_CXCR3",0.000410993650186463,0.000222611966298631,5,"CD4conv","Endo",1
"CD4conv->Macrophage","neg","IL10_IL10RA",4.97622619179544,0.653992840582404,1,"CD4conv","Macrophage",-1
"CD4conv->Macrophage","neg","LGALS9_HAVCR2",2.34238224995165,0.307843968970182,2,"CD4conv","Macrophage",-1
"CD4conv->Macrophage","neg","TGFB1_TGFBR1",0.168748199032591,0.0221774713959839,3,"CD4conv","Macrophage",-1
"CD4conv->Macrophage","neg","FASLG_FAS",0.106098170882085,0.0139437882205143,4,"CD4conv","Macrophage",-1
"CD4conv->Macrophage","neg","PVR_TIGIT",0.0119290352504973,0.00156775503126106,5,"CD4conv","Macrophage",-1
"CD4conv->Macrophage","neg","CD274_PDCD1",0.00360799979347404,0.000474175799654208,6,"CD4conv","Macrophage",-1
"CD4conv->Macrophage","pos","CCL5_CCR5",6.7959940019161,0.693677712886679,1,"CD4conv","Macrophage",1
"CD4conv->Macrophage","pos","IFNG_IFNGR1",2.92995579975155,0.299065160660483,2,"CD4conv","Macrophage",1
"CD4conv->Macrophage","pos","CD80_CD28",0.0357170756664859,0.00364569764957751,3,"CD4conv","Macrophage",1
"CD4conv->Macrophage","pos","IL12A_IL12RB1",0.0267346735286649,0.0027288498463812,4,"CD4conv","Macrophage",1
"CD4conv->Macrophage","pos","CD86_CD28",0.00838647657794926,0.000856020751361659,5,"CD4conv","Macrophage",1
"CD4conv->Macrophage","pos","CXCL9_CXCR3",0.000260192020078933,2.65582055176669e-05,6,"CD4conv","Macrophage",1
"CD4conv->NK","neg","IL10_IL10RA",3.46825884480071,0.53879967453392,1,"CD4conv","NK",-1
"CD4conv->NK","neg","LGALS9_HAVCR2",2.21844789987674,0.344639503541071,2,"CD4conv","NK",-1
"CD4conv->NK","neg","PVR_TIGIT",0.359703878859759,0.0558805849075441,3,"CD4conv","NK",-1
"CD4conv->NK","neg","TGFB1_TGFBR1",0.225826114877649,0.0350824556764962,4,"CD4conv","NK",-1
"CD4conv->NK","neg","FASLG_FAS",0.148264026867129,0.023033058660213,5,"CD4conv","NK",-1
"CD4conv->NK","neg","CD274_PDCD1",0.0165091453139522,0.00256472268075532,6,"CD4conv","NK",-1
"CD4conv->NK","pos","CCL5_CCR5",1.25078936702652,0.550420766951638,1,"CD4conv","NK",1
"CD4conv->NK","pos","IFNG_IFNGR1",0.931677921142582,0.409992992766091,2,"CD4conv","NK",1
"CD4conv->NK","pos","CXCL9_CXCR3",0.0422213552101326,0.0185798755003375,3,"CD4conv","NK",1
"CD4conv->NK","pos","IL12A_IL12RB1",0.0402516416276068,0.0177130858638488,4,"CD4conv","NK",1
"CD4conv->NK","pos","CD80_CD28",0.0060606639913156,0.00266704803404791,5,"CD4conv","NK",1
"CD4conv->NK","pos","CD86_CD28",0.00142306209737326,0.00062623088403612,6,"CD4conv","NK",1
"CD4conv->Treg","neg","IL10_IL10RA",4.81725087104987,0.632475765453272,1,"CD4conv","Treg",-1
"CD4conv->Treg","neg","LGALS9_HAVCR2",1.22402644314227,0.160707233707497,2,"CD4conv","Treg",-1
"CD4conv->Treg","neg","PVR_TIGIT",0.842585814783184,0.110626397177633,3,"CD4conv","Treg",-1
"CD4conv->Treg","neg","FASLG_FAS",0.47663399658498,0.0625791472980599,4,"CD4conv","Treg",-1
"CD4conv->Treg","neg","CD274_PDCD1",0.18610484481185,0.0244344351846646,5,"CD4conv","Treg",-1
"CD4conv->Treg","neg","TGFB1_TGFBR1",0.0698967702515715,0.00917702117887405,6,"CD4conv","Treg",-1
"CD4conv->Treg","pos","CCL5_CCR5",7.81242091903499,0.918833627016015,1,"CD4conv","Treg",1
"CD4conv->Treg","pos","IFNG_IFNGR1",0.340677612510757,0.040067739512566,2,"CD4conv","Treg",1
"CD4conv->Treg","pos","CD80_CD28",0.183216172467195,0.0215484011960813,3,"CD4conv","Treg",1
"CD4conv->Treg","pos","CXCL9_CXCR3",0.0805869984509014,0.00947798958150888,4,"CD4conv","Treg",1
"CD4conv->Treg","pos","CD86_CD28",0.0430197072527808,0.00505962928238156,5,"CD4conv","Treg",1
"CD4conv->Treg","pos","IL12A_IL12RB1",0.0426199528654669,0.0050126134114476,6,"CD4conv","Treg",1
"CD4conv->Tumor","neg","LGALS9_HAVCR2",0.302091151557952,0.429010992542675,1,"CD4conv","Tumor",-1
"CD4conv->Tumor","neg","TGFB1_TGFBR1",0.170928890253451,0.242742538083852,2,"CD4conv","Tumor",-1
"CD4conv->Tumor","neg","IL10_IL10RA",0.137519891675379,0.195297164176282,3,"CD4conv","Tumor",-1
"CD4conv->Tumor","neg","FASLG_FAS",0.079834744133754,0.113376319179087,4,"CD4conv","Tumor",-1
"CD4conv->Tumor","neg","PVR_TIGIT",0.00812049182204071,0.0115322154870863,5,"CD4conv","Tumor",-1
"CD4conv->Tumor","neg","CD274_PDCD1",0.00566196594341744,0.00804077053101755,6,"CD4conv","Tumor",-1
"CD4conv->Tumor","pos","IFNG_IFNGR1",0.924833900748964,0.874713776288776,1,"CD4conv","Tumor",1
"CD4conv->Tumor","pos","CCL5_CCR5",0.10992149530631,0.103964448293716,2,"CD4conv","Tumor",1
"CD4conv->Tumor","pos","IL12A_IL12RB1",0.0151846163486311,0.0143617065692023,3,"CD4conv","Tumor",1
"CD4conv->Tumor","pos","CD80_CD28",0.00550591475277663,0.00520752913731328,4,"CD4conv","Tumor",1
"CD4conv->Tumor","pos","CD86_CD28",0.00129280531098109,0.00122274347281027,5,"CD4conv","Tumor",1
"CD4conv->Tumor","pos","CXCL9_CXCR3",0.000560152972139832,0.000529796238181814,6,"CD4conv","Tumor",1
"CD8->Bcell","neg","IL10_IL10RA",1.77746642170811,0.637766755434232,1,"CD8","Bcell",-1
"CD8->Bcell","neg","LGALS9_HAVCR2",0.780324980216341,0.279985784675814,2,"CD8","Bcell",-1
"CD8->Bcell","neg","FASLG_FAS",0.164226223346535,0.0589254594864785,3,"CD8","Bcell",-1
"CD8->Bcell","neg","TGFB1_TGFBR1",0.0421408128427871,0.0151204034854724,4,"CD8","Bcell",-1
"CD8->Bcell","neg","PVR_TIGIT",0.0141136459858835,0.00506406990187432,5,"CD8","Bcell",-1
"CD8->Bcell","neg","CD274_PDCD1",0.00874433932288116,0.00313752701612818,6,"CD8","Bcell",-1
"CD8->Bcell","pos","IFNG_IFNGR1",4.17215427841942,0.907062813571127,1,"CD8","Bcell",1
"CD8->Bcell","pos","CCL5_CCR5",0.328874858410649,0.071500269279539,2,"CD8","Bcell",1
"CD8->Bcell","pos","IL12A_IL12RB1",0.0459199815636391,0.00998340542958741,3,"CD8","Bcell",1
"CD8->Bcell","pos","CD80_CD28",0.0245458609327325,0.00533648474945771,4,"CD8","Bcell",1
"CD8->Bcell","pos","CD86_CD28",0.014878448099534,0.00323470468590821,5,"CD8","Bcell",1
"CD8->Bcell","pos","CXCL9_CXCR3",0.0132576190652285,0.00288232228438017,6,"CD8","Bcell",1
"CD8->CAF","neg","FASLG_FAS",2.17091556393898,0.83974101371042,1,"CD8","CAF",-1
"CD8->CAF","neg","LGALS9_HAVCR2",0.26854082016504,0.103875408281129,2,"CD8","CAF",-1
"CD8->CAF","neg","TGFB1_TGFBR1",0.139634255195014,0.0540125157117609,3,"CD8","CAF",-1
"CD8->CAF","neg","PVR_TIGIT",0.00612971851905916,0.00237106229669048,4,"CD8","CAF",-1
"CD8->CAF","pos","IFNG_IFNGR1",5.61026089509027,0.992244821958247,1,"CD8","CAF",1
"CD8->CAF","pos","IL12A_IL12RB1",0.0256303578086821,0.00453304940646486,2,"CD8","CAF",1
"CD8->CAF","pos","CD80_CD28",0.00911985286633959,0.00161296006600437,3,"CD8","CAF",1
"CD8->CAF","pos","CD86_CD28",0.00552798933877585,0.000977694068031836,4,"CD8","CAF",1
"CD8->CAF","pos","CXCL9_CXCR3",0.0035704259898539,0.000631474501251457,5,"CD8","CAF",1
"CD8->CD4conv","neg","IL10_IL10RA",2.99597494028365,0.504475297682645,1,"CD8","CD4conv",-1
"CD8->CD4conv","neg","FASLG_FAS",1.23364325663577,0.207726219855029,2,"CD8","CD4conv",-1
"CD8->CD4conv","neg","LGALS9_HAVCR2",1.00455902822755,0.169152020596308,3,"CD8","CD4conv",-1
"CD8->CD4conv","neg","PVR_TIGIT",0.401931688122356,0.0676790066856889,4,"CD8","CD4conv",-1
"CD8->CD4conv","neg","CD274_PDCD1",0.251410394999451,0.0423335763435496,5,"CD8","CD4conv",-1
"CD8->CD4conv","neg","TGFB1_TGFBR1",0.0512748290179109,0.0086338788367797,6,"CD8","CD4conv",-1
"CD8->CD4conv","pos","CCL5_CCR5",6.74919919490516,0.72979645267436,1,"CD8","CD4conv",1
"CD8->CD4conv","pos","IFNG_IFNGR1",1.64757469386555,0.178153604950168,2,"CD8","CD4conv",1
"CD8->CD4conv","pos","CD80_CD28",0.463298223589672,0.0500968174655907,3,"CD8","CD4conv",1
"CD8->CD4conv","pos","CD86_CD28",0.280827736830084,0.0303661338527206,4,"CD8","CD4conv",1
"CD8->CD4conv","pos","IL12A_IL12RB1",0.0564977824152488,0.00610915161931234,5,"CD8","CD4conv",1
"CD8->CD4conv","pos","CXCL9_CXCR3",0.0506593713743935,0.00547783943784829,6,"CD8","CD4conv",1
"CD8->CD8","neg","IL10_IL10RA",4.49646565993605,0.446334458771408,1,"CD8","CD8",-1
"CD8->CD8","neg","LGALS9_HAVCR2",2.8005210903434,0.277989238586582,2,"CD8","CD8",-1
"CD8->CD8","neg","FASLG_FAS",1.34420241278978,0.133430098607776,3,"CD8","CD8",-1
"CD8->CD8","neg","PVR_TIGIT",0.875352419078918,0.0868904552491096,4,"CD8","CD8",-1
"CD8->CD8","neg","CD274_PDCD1",0.505130441565431,0.0501409638805682,5,"CD8","CD8",-1
"CD8->CD8","neg","TGFB1_TGFBR1",0.0525348217832751,0.00521478490455634,6,"CD8","CD8",-1
"CD8->CD8","pos","CCL5_CCR5",13.3617621551465,0.874048752004878,1,"CD8","CD8",1
"CD8->CD8","pos","IFNG_IFNGR1",1.29353995834337,0.0846158592804309,2,"CD8","CD8",1
"CD8->CD8","pos","CD80_CD28",0.302985048124582,0.0198195193204683,3,"CD8","CD8",1
"CD8->CD8","pos","CD86_CD28",0.183654072098362,0.0120135810422549,4,"CD8","CD8",1
"CD8->CD8","pos","CXCL9_CXCR3",0.0891421984123744,0.0058311640611936,5,"CD8","CD8",1
"CD8->CD8","pos","IL12A_IL12RB1",0.056121228367174,0.00367112429077446,6,"CD8","CD8",1
"CD8->Endo","neg","LGALS9_HAVCR2",0.421886290464721,0.812347182022507,1,"CD8","Endo",-1
"CD8->Endo","neg","FASLG_FAS",0.0686538657261594,0.132193853220885,2,"CD8","Endo",-1
"CD8->Endo","neg","TGFB1_TGFBR1",0.0225971645334365,0.0435111150689811,3,"CD8","Endo",-1
"CD8->Endo","neg","CD274_PDCD1",0.00620502427446508,0.0119478496876268,4,"CD8","Endo",-1
"CD8->Endo","pos","IFNG_IFNGR1",7.03126059299897,0.99430232288329,1,"CD8","Endo",1
"CD8->Endo","pos","IL12A_IL12RB1",0.0239173576846964,0.00338219356096729,2,"CD8","Endo",1
"CD8->Endo","pos","CD80_CD28",0.00983557879005105,0.00139086565040512,3,"CD8","Endo",1
"CD8->Endo","pos","CD86_CD28",0.00596182586374498,0.000843071768787759,4,"CD8","Endo",1
"CD8->Endo","pos","CXCL9_CXCR3",0.000576657746077713,8.15461365497702e-05,5,"CD8","Endo",1
"CD8->Macrophage","neg","IL10_IL10RA",4.99726464324629,0.612054909542589,1,"CD8","Macrophage",-1
"CD8->Macrophage","neg","LGALS9_HAVCR2",2.44365831082823,0.299294348640974,2,"CD8","Macrophage",-1
"CD8->Macrophage","neg","FASLG_FAS",0.54991683952031,0.0673527070301211,3,"CD8","Macrophage",-1
"CD8->Macrophage","neg","TGFB1_TGFBR1",0.156023101068016,0.0191093952047943,4,"CD8","Macrophage",-1
"CD8->Macrophage","neg","PVR_TIGIT",0.0135562582880531,0.00166034321425098,5,"CD8","Macrophage",-1
"CD8->Macrophage","neg","CD274_PDCD1",0.004313398546691,0.000528296367270454,6,"CD8","Macrophage",-1
"CD8->Macrophage","pos","IFNG_IFNGR1",11.2934164420789,0.512095365722992,1,"CD8","Macrophage",1
"CD8->Macrophage","pos","CCL5_CCR5",10.5600712653985,0.478842127574961,2,"CD8","Macrophage",1
"CD8->Macrophage","pos","CD80_CD28",0.101265107683463,0.00459182503541818,3,"CD8","Macrophage",1
"CD8->Macrophage","pos","CD86_CD28",0.0613817398009027,0.00278332997399594,4,"CD8","Macrophage",1
"CD8->Macrophage","pos","IL12A_IL12RB1",0.0368466805075404,0.00167079771006069,5,"CD8","Macrophage",1
"CD8->Macrophage","pos","CXCL9_CXCR3",0.000365070710406481,1.65539825719865e-05,6,"CD8","Macrophage",1
"CD8->NK","neg","IL10_IL10RA",3.482921923309,0.483533779513474,1,"CD8","NK",-1
"CD8->NK","neg","LGALS9_HAVCR2",2.3143654917062,0.321303181070756,2,"CD8","NK",-1
"CD8->NK","neg","FASLG_FAS",0.768466453205303,0.106686137883519,3,"CD8","NK",-1
"CD8->NK","neg","PVR_TIGIT",0.408770582586229,0.05674958816305,4,"CD8","NK",-1
"CD8->NK","neg","TGFB1_TGFBR1",0.208796840187598,0.0289872490711653,5,"CD8","NK",-1
"CD8->NK","neg","CD274_PDCD1",0.0197368424280716,0.00274006429803642,6,"CD8","NK",-1
"CD8->NK","pos","IFNG_IFNGR1",3.59112132484924,0.632574134372829,1,"CD8","NK",1
"CD8->NK","pos","CCL5_CCR5",1.94356040486185,0.342357144048427,2,"CD8","NK",1
"CD8->NK","pos","CXCL9_CXCR3",0.0592400187223708,0.010435098169541,3,"CD8","NK",1
"CD8->NK","pos","IL12A_IL12RB1",0.0554762480030369,0.00977211193505045,4,"CD8","NK",1
"CD8->NK","pos","CD80_CD28",0.0171832038391021,0.00302681232712966,5,"CD8","NK",1
"CD8->NK","pos","CD86_CD28",0.0104155811525383,0.00183469914702296,6,"CD8","NK",1
"CD8->Treg","neg","IL10_IL10RA",4.83761720784224,0.492145770960997,1,"CD8","Treg",-1
"CD8->Treg","neg","FASLG_FAS",2.47043901728758,0.251325407228205,2,"CD8","Treg",-1
"CD8->Treg","neg","LGALS9_HAVCR2",1.27694887993617,0.129907961707925,3,"CD8","Treg",-1
"CD8->Treg","neg","PVR_TIGIT",0.95752176896068,0.0974116530826717,4,"CD8","Treg",-1
"CD8->Treg","neg","CD274_PDCD1",0.222490136666734,0.0226346102092496,5,"CD8","Treg",-1
"CD8->Treg","neg","TGFB1_TGFBR1",0.0646259391911058,0.00657459681095183,6,"CD8","Treg",-1
"CD8->Treg","pos","CCL5_CCR5",12.1394635776664,0.839594260244972,1,"CD8","Treg",1
"CD8->Treg","pos","IFNG_IFNGR1",1.31313044070611,0.0908192338084955,2,"CD8","Treg",1
"CD8->Treg","pos","CD80_CD28",0.519454773047155,0.0359267312856903,3,"CD8","Treg",1
"CD8->Treg","pos","CD86_CD28",0.31486697093321,0.0217769508384704,4,"CD8","Treg",1
"CD8->Treg","pos","CXCL9_CXCR3",0.113070157820642,0.0078202018486103,5,"CD8","Treg",1
"CD8->Treg","pos","IL12A_IL12RB1",0.0587403390131734,0.00406262197376144,6,"CD8","Treg",1
"CD8->Tumor","neg","FASLG_FAS",0.41379101838371,0.397462745279221,1,"CD8","Tumor",-1
"CD8->Tumor","neg","LGALS9_HAVCR2",0.315152470587367,0.302716493534493,2,"CD8","Tumor",-1
"CD8->Tumor","neg","TGFB1_TGFBR1",0.158039348996592,0.151803085914441,3,"CD8","Tumor",-1
"CD8->Tumor","neg","IL10_IL10RA",0.13810129723313,0.132651793505101,4,"CD8","Tumor",-1
"CD8->Tumor","neg","PVR_TIGIT",0.00922819676981148,0.00886405035187323,5,"CD8","Tumor",-1
"CD8->Tumor","neg","CD274_PDCD1",0.00676893488628368,0.00650183141487083,6,"CD8","Tumor",-1
"CD8->Tumor","pos","IFNG_IFNGR1",3.56474127759742,0.942472011669759,1,"CD8","Tumor",1
"CD8->Tumor","pos","CCL5_CCR5",0.170803391484237,0.0451582326559931,2,"CD8","Tumor",1
"CD8->Tumor","pos","IL12A_IL12RB1",0.0209279797872858,0.00553309025097075,3,"CD8","Tumor",1
"CD8->Tumor","pos","CD80_CD28",0.0156103779475726,0.00412718432039755,4,"CD8","Tumor",1
"CD8->Tumor","pos","CD86_CD28",0.00946221437266223,0.00250168848737993,5,"CD8","Tumor",1
"CD8->Tumor","pos","CXCL9_CXCR3",0.000785940488925653,0.000207792615499353,6,"CD8","Tumor",1
"Endo->Bcell","neg","LGALS9_HAVCR2",2.93601969306352,0.729633783715622,1,"Endo","Bcell",-1
"Endo->Bcell","neg","IL10_IL10RA",0.930167693674861,0.231157091837442,2,"Endo","Bcell",-1
"Endo->Bcell","neg","PVR_TIGIT",0.0958383200098545,0.0238168961260526,3,"Endo","Bcell",-1
"Endo->Bcell","neg","TGFB1_TGFBR1",0.0504860640451181,0.0125463524720819,4,"Endo","Bcell",-1
"Endo->Bcell","neg","CD274_PDCD1",0.0114517004592962,0.00284587584880121,5,"Endo","Bcell",-1
"Endo->Bcell","pos","IL12A_IL12RB1",0.15252574614826,0.480109893553289,1,"Endo","Bcell",1
"Endo->Bcell","pos","CCL5_CCR5",0.126016679616589,0.396666504931238,2,"Endo","Bcell",1
"Endo->Bcell","pos","CXCL9_CXCR3",0.038874558358619,0.122366620369427,3,"Endo","Bcell",1
"Endo->Bcell","pos","CD86_CD28",0.000272253687105595,0.000856981146046659,4,"Endo","Bcell",1
"Endo->CAF","neg","LGALS9_HAVCR2",1.01040099495135,0.828665491077255,1,"Endo","CAF",-1
"Endo->CAF","neg","TGFB1_TGFBR1",0.16728637810019,0.13719745858485,2,"Endo","CAF",-1
"Endo->CAF","neg","PVR_TIGIT",0.0416236828943779,0.0341370503378952,3,"Endo","CAF",-1
"Endo->CAF","pos","IL12A_IL12RB1",0.0851326441278802,0.889548989902724,1,"Endo","CAF",1
"Endo->CAF","pos","CXCL9_CXCR3",0.010469355985023,0.109394053677223,2,"Endo","CAF",1
"Endo->CAF","pos","CD86_CD28",0.000101154063225806,0.00105695642005325,3,"Endo","CAF",1
"Endo->CD4conv","neg","LGALS9_HAVCR2",3.77971379168604,0.446377607451522,1,"Endo","CD4conv",-1
"Endo->CD4conv","neg","PVR_TIGIT",2.72930593461815,0.322326271311309,2,"Endo","CD4conv",-1
"Endo->CD4conv","neg","IL10_IL10RA",1.56782657971862,0.185157584971935,3,"Endo","CD4conv",-1
"Endo->CD4conv","neg","CD274_PDCD1",0.32925032178857,0.0388838888319811,4,"Endo","CD4conv",-1
"Endo->CD4conv","neg","TGFB1_TGFBR1",0.0614289124264912,0.00725464743325304,5,"Endo","CD4conv",-1
"Endo->CD4conv","pos","CCL5_CCR5",2.58612554551347,0.883399397771023,1,"Endo","CD4conv",1
"Endo->CD4conv","pos","IL12A_IL12RB1",0.187660493867257,0.0641032944264245,2,"Endo","CD4conv",1
"Endo->CD4conv","pos","CXCL9_CXCR3",0.148545578147585,0.050741958179401,3,"Endo","CD4conv",1
"Endo->CD4conv","pos","CD86_CD28",0.00513873397830412,0.00175534962315143,4,"Endo","CD4conv",1
"Endo->CD8","neg","LGALS9_HAVCR2",10.5371291199832,0.538743866093608,1,"Endo","CD8",-1
"Endo->CD8","neg","PVR_TIGIT",5.9440562236714,0.303908568809832,2,"Endo","CD8",-1
"Endo->CD8","neg","IL10_IL10RA",2.35304984753054,0.120307073922579,3,"Endo","CD8",-1
"Endo->CD8","neg","CD274_PDCD1",0.661525393295626,0.0338225662649703,4,"Endo","CD8",-1
"Endo->CD8","neg","TGFB1_TGFBR1",0.0629384247295851,0.00321792490901092,5,"Endo","CD8",-1
"Endo->CD8","pos","CCL5_CCR5",5.11989547864946,0.919017649231128,1,"Endo","CD8",1
"Endo->CD8","pos","CXCL9_CXCR3",0.261386571551618,0.0469187063543957,2,"Endo","CD8",1
"Endo->CD8","pos","IL12A_IL12RB1",0.186409748871461,0.0334604192441063,3,"Endo","CD8",1
"Endo->CD8","pos","CD86_CD28",0.00336059903198517,0.000603225170369708,4,"Endo","CD8",1
"Endo->Endo","neg","LGALS9_HAVCR2",1.58737255431003,0.978307068777373,1,"Endo","Endo",-1
"Endo->Endo","neg","TGFB1_TGFBR1",0.0270721378851717,0.0166847182711252,2,"Endo","Endo",-1
"Endo->Endo","neg","CD274_PDCD1",0.00812618045915713,0.00500821295150179,3,"Endo","Endo",-1
"Endo->Endo","pos","IL12A_IL12RB1",0.0794428199344433,0.977844278141646,1,"Endo","Endo",1
"Endo->Endo","pos","CXCL9_CXCR3",0.00169090053746098,0.0208129245264365,2,"Endo","Endo",1
"Endo->Endo","pos","CD86_CD28",0.000109092632674298,0.00134279733191747,3,"Endo","Endo",1
"Endo->Macrophage","neg","LGALS9_HAVCR2",9.19441143832263,0.760235768447514,1,"Endo","Macrophage",-1
"Endo->Macrophage","neg","IL10_IL10RA",2.61512345387903,0.216230304884805,2,"Endo","Macrophage",-1
"Endo->Macrophage","neg","TGFB1_TGFBR1",0.186920748359177,0.0154554578855727,3,"Endo","Macrophage",-1
"Endo->Macrophage","neg","PVR_TIGIT",0.0920533943706782,0.00761139345101591,4,"Endo","Macrophage",-1
